x,y,z,p
20,30,66,nan
20,30,67,nan
20,30,68,nan
20,30,69,nan
20,30,70,nan
20,30,71,nan
20,30,72,nan
20,30,73,nan
20,30,74,nan
20,30,75,nan
20,30,76,nan
20,30,77,nan
20,30,78,nan
20,30,79,nan
20,30,80,nan
20,30,81,nan
20,30,82,nan
20,30,83,nan
20,30,84,nan
20,30,85,nan
20,30,86,nan
20,30,87,nan
20,30,88,nan
20,30,89,nan
20,30,90,nan
20,30,91,nan
20,30,92,nan
20,30,93,nan
20,30,94,nan
20,30,95,nan
20,30,96,nan
20,30,97,nan
20,30,98,nan
20,30,99,nan
20,31,0,nan
20,31,1,nan
20,31,2,nan
20,31,3,nan
20,31,4,nan
20,31,5,nan
20,31,6,nan
20,31,7,nan
20,31,8,nan
20,31,9,nan
20,31,10,nan
20,31,11,nan
20,31,12,nan
20,31,13,nan
20,31,14,nan
20,31,15,nan
20,31,16,nan
20,31,17,nan
20,31,18,nan
20,31,19,nan
20,31,20,nan
20,31,21,nan
20,31,22,nan
20,31,23,nan
20,31,24,nan
20,31,25,nan
20,31,26,nan
20,31,27,nan
20,31,28,nan
20,31,29,nan
20,31,30,nan
20,31,31,nan
20,31,32,nan
20,31,33,nan
20,31,34,nan
20,31,35,nan
20,31,36,nan
20,31,37,nan
20,31,38,nan
20,31,39,nan
20,31,40,nan
20,31,41,nan
20,31,42,nan
20,31,43,nan
20,31,44,nan
20,31,45,nan
20,31,46,nan
20,31,47,nan
20,31,48,nan
20,31,49,nan
20,31,50,nan
20,31,51,nan
20,31,52,nan
20,31,53,nan
20,31,54,nan
20,31,55,nan
20,31,56,nan
20,31,57,nan
20,31,58,nan
20,31,59,nan
20,31,60,nan
20,31,61,nan
20,31,62,nan
20,31,63,nan
20,31,64,nan
20,31,65,nan
20,31,66,nan
20,31,67,nan
20,31,68,nan
20,31,69,nan
20,31,70,nan
20,31,71,nan
20,31,72,nan
20,31,73,nan
20,31,74,nan
20,31,75,nan
20,31,76,nan
20,31,77,nan
20,31,78,nan
20,31,79,nan
20,31,80,nan
20,31,81,nan
20,31,82,nan
20,31,83,nan
20,31,84,nan
20,31,85,nan
20,31,86,nan
20,31,87,nan
20,31,88,nan
20,31,89,nan
20,31,90,nan
20,31,91,nan
20,31,92,nan
20,31,93,nan
20,31,94,nan
20,31,95,nan
20,31,96,nan
20,31,97,nan
20,31,98,nan
20,31,99,nan
20,32,0,nan
20,32,1,nan
20,32,2,nan
20,32,3,nan
20,32,4,nan
20,32,5,nan
20,32,6,nan
20,32,7,nan
20,32,8,nan
20,32,9,nan
20,32,10,nan
20,32,11,nan
20,32,12,nan
20,32,13,nan
20,32,14,nan
20,32,15,nan
20,32,16,nan
20,32,17,nan
20,32,18,nan
20,32,19,nan
20,32,20,nan
20,32,21,nan
20,32,22,nan
20,32,23,nan
20,32,24,nan
20,32,25,nan
20,32,26,nan
20,32,27,nan
20,32,28,nan
20,32,29,nan
20,32,30,nan
20,32,31,nan
20,32,32,nan
20,32,33,nan
20,32,34,nan
20,32,35,nan
20,32,36,nan
20,32,37,nan
20,32,38,nan
20,32,39,nan
20,32,40,nan
20,32,41,nan
20,32,42,nan
20,32,43,nan
20,32,44,nan
20,32,45,nan
20,32,46,nan
20,32,47,nan
20,32,48,nan
20,32,49,nan
20,32,50,nan
20,32,51,nan
20,32,52,nan
20,32,53,nan
20,32,54,nan
20,32,55,nan
20,32,56,nan
20,32,57,nan
20,32,58,nan
20,32,59,nan
20,32,60,nan
20,32,61,nan
20,32,62,nan
20,32,63,nan
20,32,64,nan
20,32,65,nan
20,32,66,nan
20,32,67,nan
20,32,68,nan
20,32,69,nan
20,32,70,nan
20,32,71,nan
20,32,72,nan
20,32,73,nan
20,32,74,nan
20,32,75,nan
20,32,76,nan
20,32,77,nan
20,32,78,nan
20,32,79,nan
20,32,80,nan
20,32,81,nan
20,32,82,nan
20,32,83,nan
20,32,84,nan
20,32,85,nan
20,32,86,nan
20,32,87,nan
20,32,88,nan
20,32,89,nan
20,32,90,nan
20,32,91,nan
20,32,92,nan
20,32,93,nan
20,32,94,nan
20,32,95,nan
20,32,96,nan
20,32,97,nan
20,32,98,nan
20,32,99,nan
20,33,0,nan
20,33,1,nan
20,33,2,nan
20,33,3,nan
20,33,4,nan
20,33,5,nan
20,33,6,nan
20,33,7,nan
20,33,8,nan
20,33,9,nan
20,33,10,nan
20,33,11,nan
20,33,12,nan
20,33,13,nan
20,33,14,nan
20,33,15,nan
20,33,16,nan
20,33,17,nan
20,33,18,nan
20,33,19,nan
20,33,20,nan
20,33,21,nan
20,33,22,nan
20,33,23,nan
20,33,24,nan
20,33,25,nan
20,33,26,nan
20,33,27,nan
20,33,28,nan
20,33,29,nan
20,33,30,nan
20,33,31,nan
20,33,32,nan
20,33,33,nan
20,33,34,nan
20,33,35,nan
20,33,36,nan
20,33,37,nan
20,33,38,nan
20,33,39,nan
20,33,40,nan
20,33,41,nan
20,33,42,nan
20,33,43,nan
20,33,44,nan
20,33,45,nan
20,33,46,nan
20,33,47,nan
20,33,48,nan
20,33,49,nan
20,33,50,nan
20,33,51,nan
20,33,52,nan
20,33,53,nan
20,33,54,nan
20,33,55,nan
20,33,56,nan
20,33,57,nan
20,33,58,nan
20,33,59,nan
20,33,60,nan
20,33,61,nan
20,33,62,nan
20,33,63,nan
20,33,64,nan
20,33,65,nan
20,33,66,nan
20,33,67,nan
20,33,68,nan
20,33,69,nan
20,33,70,nan
20,33,71,nan
20,33,72,nan
20,33,73,nan
20,33,74,nan
20,33,75,nan
20,33,76,nan
20,33,77,nan
20,33,78,nan
20,33,79,nan
20,33,80,nan
20,33,81,nan
20,33,82,nan
20,33,83,nan
20,33,84,nan
20,33,85,nan
20,33,86,nan
20,33,87,nan
20,33,88,nan
20,33,89,nan
20,33,90,nan
20,33,91,nan
20,33,92,nan
20,33,93,nan
20,33,94,nan
20,33,95,nan
20,33,96,nan
20,33,97,nan
20,33,98,nan
20,33,99,nan
20,34,0,nan
20,34,1,nan
20,34,2,nan
20,34,3,nan
20,34,4,nan
20,34,5,nan
20,34,6,nan
20,34,7,nan
20,34,8,nan
20,34,9,nan
20,34,10,nan
20,34,11,nan
20,34,12,nan
20,34,13,nan
20,34,14,nan
20,34,15,nan
20,34,16,nan
20,34,17,nan
20,34,18,nan
20,34,19,nan
20,34,20,nan
20,34,21,nan
20,34,22,nan
20,34,23,nan
20,34,24,nan
20,34,25,nan
20,34,26,nan
20,34,27,nan
20,34,28,nan
20,34,29,nan
20,34,30,nan
20,34,31,nan
20,34,32,nan
20,34,33,nan
20,34,34,nan
20,34,35,nan
20,34,36,nan
20,34,37,nan
20,34,38,nan
20,34,39,nan
20,34,40,nan
20,34,41,nan
20,34,42,nan
20,34,43,nan
20,34,44,nan
20,34,45,nan
20,34,46,nan
20,34,47,nan
20,34,48,nan
20,34,49,nan
20,34,50,nan
20,34,51,nan
20,34,52,nan
20,34,53,nan
20,34,54,nan
20,34,55,nan
20,34,56,nan
20,34,57,nan
20,34,58,nan
20,34,59,nan
20,34,60,nan
20,34,61,nan
20,34,62,nan
20,34,63,nan
20,34,64,nan
20,34,65,nan
20,34,66,nan
20,34,67,nan
20,34,68,nan
20,34,69,nan
20,34,70,nan
20,34,71,nan
20,34,72,nan
20,34,73,nan
20,34,74,nan
20,34,75,nan
20,34,76,nan
20,34,77,nan
20,34,78,nan
20,34,79,nan
20,34,80,nan
20,34,81,nan
20,34,82,nan
20,34,83,nan
20,34,84,nan
20,34,85,nan
20,34,86,nan
20,34,87,nan
20,34,88,nan
20,34,89,nan
20,34,90,nan
20,34,91,nan
20,34,92,nan
20,34,93,nan
20,34,94,nan
20,34,95,nan
20,34,96,nan
20,34,97,nan
20,34,98,nan
20,34,99,nan
20,35,0,nan
20,35,1,nan
20,35,2,nan
20,35,3,nan
20,35,4,nan
20,35,5,nan
20,35,6,nan
20,35,7,nan
20,35,8,nan
20,35,9,nan
20,35,10,nan
20,35,11,nan
20,35,12,nan
20,35,13,nan
20,35,14,nan
20,35,15,nan
20,35,16,nan
20,35,17,nan
20,35,18,nan
20,35,19,nan
20,35,20,nan
20,35,21,nan
20,35,22,nan
20,35,23,nan
20,35,24,nan
20,35,25,nan
20,35,26,nan
20,35,27,nan
20,35,28,nan
20,35,29,nan
20,35,30,nan
20,35,31,nan
20,35,32,nan
20,35,33,nan
20,35,34,nan
20,35,35,nan
20,35,36,nan
20,35,37,nan
20,35,38,nan
20,35,39,nan
20,35,40,nan
20,35,41,nan
20,35,42,nan
20,35,43,nan
20,35,44,nan
20,35,45,nan
20,35,46,nan
20,35,47,nan
20,35,48,nan
20,35,49,nan
20,35,50,nan
20,35,51,nan
20,35,52,nan
20,35,53,nan
20,35,54,nan
20,35,55,nan
20,35,56,nan
20,35,57,nan
20,35,58,nan
20,35,59,nan
20,35,60,nan
20,35,61,nan
20,35,62,nan
20,35,63,nan
20,35,64,nan
20,35,65,nan
20,35,66,nan
20,35,67,nan
20,35,68,nan
20,35,69,nan
20,35,70,nan
20,35,71,nan
20,35,72,nan
20,35,73,nan
20,35,74,nan
20,35,75,nan
20,35,76,nan
20,35,77,nan
20,35,78,nan
20,35,79,nan
20,35,80,nan
20,35,81,nan
20,35,82,nan
20,35,83,nan
20,35,84,nan
20,35,85,nan
20,35,86,nan
20,35,87,nan
20,35,88,nan
20,35,89,nan
20,35,90,nan
20,35,91,nan
20,35,92,nan
20,35,93,nan
20,35,94,nan
20,35,95,nan
20,35,96,nan
20,35,97,nan
20,35,98,nan
20,35,99,nan
20,36,0,nan
20,36,1,nan
20,36,2,nan
20,36,3,nan
20,36,4,nan
20,36,5,nan
20,36,6,nan
20,36,7,nan
20,36,8,nan
20,36,9,nan
20,36,10,nan
20,36,11,nan
20,36,12,nan
20,36,13,nan
20,36,14,nan
20,36,15,nan
20,36,16,nan
20,36,17,nan
20,36,18,nan
20,36,19,nan
20,36,20,nan
20,36,21,nan
20,36,22,nan
20,36,23,nan
20,36,24,nan
20,36,25,nan
20,36,26,nan
20,36,27,nan
20,36,28,nan
20,36,29,nan
20,36,30,nan
20,36,31,nan
20,36,32,nan
20,36,33,nan
20,36,34,nan
20,36,35,nan
20,36,36,nan
20,36,37,nan
20,36,38,nan
20,36,39,nan
20,36,40,nan
20,36,41,nan
20,36,42,nan
20,36,43,nan
20,36,44,nan
20,36,45,nan
20,36,46,nan
20,36,47,nan
20,36,48,nan
20,36,49,nan
20,36,50,nan
20,36,51,nan
20,36,52,nan
20,36,53,nan
20,36,54,nan
20,36,55,nan
20,36,56,nan
20,36,57,nan
20,36,58,nan
20,36,59,nan
20,36,60,nan
20,36,61,nan
20,36,62,nan
20,36,63,nan
20,36,64,nan
20,36,65,nan
20,36,66,nan
20,36,67,nan
20,36,68,nan
20,36,69,nan
20,36,70,nan
20,36,71,nan
20,36,72,nan
20,36,73,nan
20,36,74,nan
20,36,75,nan
20,36,76,nan
20,36,77,nan
20,36,78,nan
20,36,79,nan
20,36,80,nan
20,36,81,nan
20,36,82,nan
20,36,83,nan
20,36,84,nan
20,36,85,nan
20,36,86,nan
20,36,87,nan
20,36,88,nan
20,36,89,nan
20,36,90,nan
20,36,91,nan
20,36,92,nan
20,36,93,nan
20,36,94,nan
20,36,95,nan
20,36,96,nan
20,36,97,nan
20,36,98,nan
20,36,99,nan
20,37,0,nan
20,37,1,nan
20,37,2,nan
20,37,3,nan
20,37,4,nan
20,37,5,nan
20,37,6,nan
20,37,7,nan
20,37,8,nan
20,37,9,nan
20,37,10,nan
20,37,11,nan
20,37,12,nan
20,37,13,nan
20,37,14,nan
20,37,15,nan
20,37,16,nan
20,37,17,nan
20,37,18,nan
20,37,19,nan
20,37,20,nan
20,37,21,nan
20,37,22,nan
20,37,23,nan
20,37,24,nan
20,37,25,nan
20,37,26,nan
20,37,27,nan
20,37,28,nan
20,37,29,nan
20,37,30,nan
20,37,31,nan
20,37,32,nan
20,37,33,nan
20,37,34,nan
20,37,35,nan
20,37,36,nan
20,37,37,nan
20,37,38,nan
20,37,39,nan
20,37,40,nan
20,37,41,nan
20,37,42,nan
20,37,43,nan
20,37,44,nan
20,37,45,nan
20,37,46,nan
20,37,47,nan
20,37,48,nan
20,37,49,nan
20,37,50,nan
20,37,51,nan
20,37,52,nan
20,37,53,nan
20,37,54,nan
20,37,55,nan
20,37,56,nan
20,37,57,nan
20,37,58,nan
20,37,59,nan
20,37,60,nan
20,37,61,nan
20,37,62,nan
20,37,63,nan
20,37,64,nan
20,37,65,nan
20,37,66,nan
20,37,67,nan
20,37,68,nan
20,37,69,nan
20,37,70,nan
20,37,71,nan
20,37,72,nan
20,37,73,nan
20,37,74,nan
20,37,75,nan
20,37,76,nan
20,37,77,nan
20,37,78,nan
20,37,79,nan
20,37,80,nan
20,37,81,nan
20,37,82,nan
20,37,83,nan
20,37,84,nan
20,37,85,nan
20,37,86,nan
20,37,87,nan
20,37,88,nan
20,37,89,nan
20,37,90,nan
20,37,91,nan
20,37,92,nan
20,37,93,nan
20,37,94,nan
20,37,95,nan
20,37,96,nan
20,37,97,nan
20,37,98,nan
20,37,99,nan
20,38,0,nan
20,38,1,nan
20,38,2,nan
20,38,3,nan
20,38,4,nan
20,38,5,nan
20,38,6,nan
20,38,7,nan
20,38,8,nan
20,38,9,nan
20,38,10,nan
20,38,11,nan
20,38,12,nan
20,38,13,nan
20,38,14,nan
20,38,15,nan
20,38,16,nan
20,38,17,nan
20,38,18,nan
20,38,19,nan
20,38,20,nan
20,38,21,nan
20,38,22,nan
20,38,23,nan
20,38,24,nan
20,38,25,nan
20,38,26,nan
20,38,27,nan
20,38,28,nan
20,38,29,nan
20,38,30,nan
20,38,31,nan
20,38,32,nan
20,38,33,nan
20,38,34,nan
20,38,35,nan
20,38,36,nan
20,38,37,nan
20,38,38,nan
20,38,39,nan
20,38,40,nan
20,38,41,nan
20,38,42,nan
20,38,43,nan
20,38,44,nan
20,38,45,nan
20,38,46,nan
20,38,47,nan
20,38,48,nan
20,38,49,nan
20,38,50,nan
20,38,51,nan
20,38,52,nan
20,38,53,nan
20,38,54,nan
20,38,55,nan
20,38,56,nan
20,38,57,nan
20,38,58,nan
20,38,59,nan
20,38,60,nan
20,38,61,nan
20,38,62,nan
20,38,63,nan
20,38,64,nan
20,38,65,nan
20,38,66,nan
20,38,67,nan
20,38,68,nan
20,38,69,nan
20,38,70,nan
20,38,71,nan
20,38,72,nan
20,38,73,nan
20,38,74,nan
20,38,75,nan
20,38,76,nan
20,38,77,nan
20,38,78,nan
20,38,79,nan
20,38,80,nan
20,38,81,nan
20,38,82,nan
20,38,83,nan
20,38,84,nan
20,38,85,nan
20,38,86,nan
20,38,87,nan
20,38,88,nan
20,38,89,nan
20,38,90,nan
20,38,91,nan
20,38,92,nan
20,38,93,nan
20,38,94,nan
20,38,95,nan
20,38,96,nan
20,38,97,nan
20,38,98,nan
20,38,99,nan
20,39,0,nan
20,39,1,nan
20,39,2,nan
20,39,3,nan
20,39,4,nan
20,39,5,nan
20,39,6,nan
20,39,7,nan
20,39,8,nan
20,39,9,nan
20,39,10,nan
20,39,11,nan
20,39,12,nan
20,39,13,nan
20,39,14,nan
20,39,15,nan
20,39,16,nan
20,39,17,nan
20,39,18,nan
20,39,19,nan
20,39,20,nan
20,39,21,nan
20,39,22,nan
20,39,23,nan
20,39,24,nan
20,39,25,nan
20,39,26,nan
20,39,27,nan
20,39,28,nan
20,39,29,nan
20,39,30,nan
20,39,31,nan
20,39,32,nan
20,39,33,nan
20,39,34,nan
20,39,35,nan
20,39,36,nan
20,39,37,nan
20,39,38,nan
20,39,39,nan
20,39,40,nan
20,39,41,nan
20,39,42,nan
20,39,43,nan
20,39,44,nan
20,39,45,nan
20,39,46,nan
20,39,47,nan
20,39,48,nan
20,39,49,nan
20,39,50,nan
20,39,51,nan
20,39,52,nan
20,39,53,nan
20,39,54,nan
20,39,55,nan
20,39,56,nan
20,39,57,nan
20,39,58,nan
20,39,59,nan
20,39,60,nan
20,39,61,nan
20,39,62,nan
20,39,63,nan
20,39,64,nan
20,39,65,nan
20,39,66,nan
20,39,67,nan
20,39,68,nan
20,39,69,nan
20,39,70,nan
20,39,71,nan
20,39,72,nan
20,39,73,nan
20,39,74,nan
20,39,75,nan
20,39,76,nan
20,39,77,nan
20,39,78,nan
20,39,79,nan
20,39,80,nan
20,39,81,nan
20,39,82,nan
20,39,83,nan
20,39,84,nan
20,39,85,nan
20,39,86,nan
20,39,87,nan
20,39,88,nan
20,39,89,nan
20,39,90,nan
20,39,91,nan
20,39,92,nan
20,39,93,nan
20,39,94,nan
20,39,95,nan
20,39,96,nan
20,39,97,nan
20,39,98,nan
20,39,99,nan
20,40,0,nan
20,40,1,nan
20,40,2,nan
20,40,3,nan
20,40,4,nan
20,40,5,nan
20,40,6,nan
20,40,7,nan
20,40,8,nan
20,40,9,nan
20,40,10,nan
20,40,11,nan
20,40,12,nan
20,40,13,nan
20,40,14,nan
20,40,15,nan
20,40,16,nan
20,40,17,nan
20,40,18,nan
20,40,19,nan
20,40,20,nan
20,40,21,nan
20,40,22,nan
20,40,23,nan
20,40,24,nan
20,40,25,nan
20,40,26,nan
20,40,27,nan
20,40,28,nan
20,40,29,nan
20,40,30,nan
20,40,31,nan
20,40,32,nan
20,40,33,nan
20,40,34,nan
20,40,35,nan
20,40,36,nan
20,40,37,nan
20,40,38,nan
20,40,39,nan
20,40,40,nan
20,40,41,nan
20,40,42,nan
20,40,43,nan
20,40,44,nan
20,40,45,nan
20,40,46,nan
20,40,47,nan
20,40,48,nan
20,40,49,nan
20,40,50,nan
20,40,51,nan
20,40,52,nan
20,40,53,nan
20,40,54,nan
20,40,55,nan
20,40,56,nan
20,40,57,nan
20,40,58,nan
20,40,59,nan
20,40,60,nan
20,40,61,nan
20,40,62,nan
20,40,63,nan
20,40,64,nan
20,40,65,nan
20,40,66,nan
20,40,67,nan
20,40,68,nan
20,40,69,nan
20,40,70,nan
20,40,71,nan
20,40,72,nan
20,40,73,nan
20,40,74,nan
20,40,75,nan
20,40,76,nan
20,40,77,nan
20,40,78,nan
20,40,79,nan
20,40,80,nan
20,40,81,nan
20,40,82,nan
20,40,83,nan
20,40,84,nan
20,40,85,nan
20,40,86,nan
20,40,87,nan
20,40,88,nan
20,40,89,nan
20,40,90,nan
20,40,91,nan
20,40,92,nan
20,40,93,nan
20,40,94,nan
20,40,95,nan
20,40,96,nan
20,40,97,nan
20,40,98,nan
20,40,99,nan
20,41,0,nan
20,41,1,nan
20,41,2,nan
20,41,3,nan
20,41,4,nan
20,41,5,nan
20,41,6,nan
20,41,7,nan
20,41,8,nan
20,41,9,nan
20,41,10,nan
20,41,11,nan
20,41,12,nan
20,41,13,nan
20,41,14,nan
20,41,15,nan
20,41,16,nan
20,41,17,nan
20,41,18,nan
20,41,19,nan
20,41,20,nan
20,41,21,nan
20,41,22,nan
20,41,23,nan
20,41,24,nan
20,41,25,nan
20,41,26,nan
20,41,27,nan
20,41,28,nan
20,41,29,nan
20,41,30,nan
20,41,31,nan
20,41,32,nan
20,41,33,nan
20,41,34,nan
20,41,35,nan
20,41,36,nan
20,41,37,nan
20,41,38,nan
20,41,39,nan
20,41,40,nan
20,41,41,nan
20,41,42,nan
20,41,43,nan
20,41,44,nan
20,41,45,nan
20,41,46,nan
20,41,47,nan
20,41,48,nan
20,41,49,nan
20,41,50,nan
20,41,51,nan
20,41,52,nan
20,41,53,nan
20,41,54,nan
20,41,55,nan
20,41,56,nan
20,41,57,nan
20,41,58,nan
20,41,59,nan
20,41,60,nan
20,41,61,nan
20,41,62,nan
20,41,63,nan
20,41,64,nan
20,41,65,nan
20,41,66,nan
20,41,67,nan
20,41,68,nan
20,41,69,nan
20,41,70,nan
20,41,71,nan
20,41,72,nan
20,41,73,nan
20,41,74,nan
20,41,75,nan
20,41,76,nan
20,41,77,nan
20,41,78,nan
20,41,79,nan
20,41,80,nan
20,41,81,nan
20,41,82,nan
20,41,83,nan
20,41,84,nan
20,41,85,nan
20,41,86,nan
20,41,87,nan
20,41,88,nan
20,41,89,nan
20,41,90,nan
20,41,91,nan
20,41,92,nan
20,41,93,nan
20,41,94,nan
20,41,95,nan
20,41,96,nan
20,41,97,nan
20,41,98,nan
20,41,99,nan
20,42,0,nan
20,42,1,nan
20,42,2,nan
20,42,3,nan
20,42,4,nan
20,42,5,nan
20,42,6,nan
20,42,7,nan
20,42,8,nan
20,42,9,nan
20,42,10,nan
20,42,11,nan
20,42,12,nan
20,42,13,nan
20,42,14,nan
20,42,15,nan
20,42,16,nan
20,42,17,nan
20,42,18,nan
20,42,19,nan
20,42,20,nan
20,42,21,nan
20,42,22,nan
20,42,23,nan
20,42,24,nan
20,42,25,nan
20,42,26,nan
20,42,27,nan
20,42,28,nan
20,42,29,nan
20,42,30,nan
20,42,31,nan
20,42,32,nan
20,42,33,nan
20,42,34,nan
20,42,35,nan
20,42,36,nan
20,42,37,nan
20,42,38,nan
20,42,39,nan
20,42,40,nan
20,42,41,nan
20,42,42,nan
20,42,43,nan
20,42,44,nan
20,42,45,nan
20,42,46,nan
20,42,47,nan
20,42,48,nan
20,42,49,nan
20,42,50,nan
20,42,51,nan
20,42,52,nan
20,42,53,nan
20,42,54,nan
20,42,55,nan
20,42,56,nan
20,42,57,nan
20,42,58,nan
20,42,59,nan
20,42,60,nan
20,42,61,nan
20,42,62,nan
20,42,63,nan
20,42,64,nan
20,42,65,nan
20,42,66,nan
20,42,67,nan
20,42,68,nan
20,42,69,nan
20,42,70,nan
20,42,71,nan
20,42,72,nan
20,42,73,nan
20,42,74,nan
20,42,75,nan
20,42,76,nan
20,42,77,nan
20,42,78,nan
20,42,79,nan
20,42,80,nan
20,42,81,nan
20,42,82,nan
20,42,83,nan
20,42,84,nan
20,42,85,nan
20,42,86,nan
20,42,87,nan
20,42,88,nan
20,42,89,nan
20,42,90,nan
20,42,91,nan
20,42,92,nan
20,42,93,nan
20,42,94,nan
20,42,95,nan
20,42,96,nan
20,42,97,nan
20,42,98,nan
20,42,99,nan
20,43,0,nan
20,43,1,nan
20,43,2,nan
20,43,3,nan
20,43,4,nan
20,43,5,nan
20,43,6,nan
20,43,7,nan
20,43,8,nan
20,43,9,nan
20,43,10,nan
20,43,11,nan
20,43,12,nan
20,43,13,nan
20,43,14,nan
20,43,15,nan
20,43,16,nan
20,43,17,nan
20,43,18,nan
20,43,19,nan
20,43,20,nan
20,43,21,nan
20,43,22,nan
20,43,23,nan
20,43,24,nan
20,43,25,nan
20,43,26,nan
20,43,27,nan
20,43,28,nan
20,43,29,nan
20,43,30,nan
20,43,31,nan
20,43,32,nan
20,43,33,nan
20,43,34,nan
20,43,35,nan
20,43,36,nan
20,43,37,nan
20,43,38,nan
20,43,39,nan
20,43,40,nan
20,43,41,nan
20,43,42,nan
20,43,43,nan
20,43,44,nan
20,43,45,nan
20,43,46,nan
20,43,47,nan
20,43,48,nan
20,43,49,nan
20,43,50,nan
20,43,51,nan
20,43,52,nan
20,43,53,nan
20,43,54,nan
20,43,55,nan
20,43,56,nan
20,43,57,nan
20,43,58,nan
20,43,59,nan
20,43,60,nan
20,43,61,nan
20,43,62,nan
20,43,63,nan
20,43,64,nan
20,43,65,nan
20,43,66,nan
20,43,67,nan
20,43,68,nan
20,43,69,nan
20,43,70,nan
20,43,71,nan
20,43,72,nan
20,43,73,nan
20,43,74,nan
20,43,75,nan
20,43,76,nan
20,43,77,nan
20,43,78,nan
20,43,79,nan
20,43,80,nan
20,43,81,nan
20,43,82,nan
20,43,83,nan
20,43,84,nan
20,43,85,nan
20,43,86,nan
20,43,87,nan
20,43,88,nan
20,43,89,nan
20,43,90,nan
20,43,91,nan
20,43,92,nan
20,43,93,nan
20,43,94,nan
20,43,95,nan
20,43,96,nan
20,43,97,nan
20,43,98,nan
20,43,99,nan
20,44,0,nan
20,44,1,nan
20,44,2,nan
20,44,3,nan
20,44,4,nan
20,44,5,nan
20,44,6,nan
20,44,7,nan
20,44,8,nan
20,44,9,nan
20,44,10,nan
20,44,11,nan
20,44,12,nan
20,44,13,nan
20,44,14,nan
20,44,15,nan
20,44,16,nan
20,44,17,nan
20,44,18,nan
20,44,19,nan
20,44,20,nan
20,44,21,nan
20,44,22,nan
20,44,23,nan
20,44,24,nan
20,44,25,nan
20,44,26,nan
20,44,27,nan
20,44,28,nan
20,44,29,nan
20,44,30,nan
20,44,31,nan
20,44,32,nan
20,44,33,nan
20,44,34,nan
20,44,35,nan
20,44,36,nan
20,44,37,nan
20,44,38,nan
20,44,39,nan
20,44,40,nan
20,44,41,nan
20,44,42,nan
20,44,43,nan
20,44,44,nan
20,44,45,nan
20,44,46,nan
20,44,47,nan
20,44,48,nan
20,44,49,nan
20,44,50,nan
20,44,51,nan
20,44,52,nan
20,44,53,nan
20,44,54,nan
20,44,55,nan
20,44,56,nan
20,44,57,nan
20,44,58,nan
20,44,59,nan
20,44,60,nan
20,44,61,nan
20,44,62,nan
20,44,63,nan
20,44,64,nan
20,44,65,nan
20,44,66,nan
20,44,67,nan
20,44,68,nan
20,44,69,nan
20,44,70,nan
20,44,71,nan
20,44,72,nan
20,44,73,nan
20,44,74,nan
20,44,75,nan
20,44,76,nan
20,44,77,nan
20,44,78,nan
20,44,79,nan
20,44,80,nan
20,44,81,nan
20,44,82,nan
20,44,83,nan
20,44,84,nan
20,44,85,nan
20,44,86,nan
20,44,87,nan
20,44,88,nan
20,44,89,nan
20,44,90,nan
20,44,91,nan
20,44,92,nan
20,44,93,nan
20,44,94,nan
20,44,95,nan
20,44,96,nan
20,44,97,nan
20,44,98,nan
20,44,99,nan
20,45,0,nan
20,45,1,nan
20,45,2,nan
20,45,3,nan
20,45,4,nan
20,45,5,nan
20,45,6,nan
20,45,7,nan
20,45,8,nan
20,45,9,nan
20,45,10,nan
20,45,11,nan
20,45,12,nan
20,45,13,nan
20,45,14,nan
20,45,15,nan
20,45,16,nan
20,45,17,nan
20,45,18,nan
20,45,19,nan
20,45,20,nan
20,45,21,nan
20,45,22,nan
20,45,23,nan
20,45,24,nan
20,45,25,nan
20,45,26,nan
20,45,27,nan
20,45,28,nan
20,45,29,nan
20,45,30,nan
20,45,31,nan
20,45,32,nan
20,45,33,nan
20,45,34,nan
20,45,35,nan
20,45,36,nan
20,45,37,nan
20,45,38,nan
20,45,39,nan
20,45,40,nan
20,45,41,nan
20,45,42,nan
20,45,43,nan
20,45,44,nan
20,45,45,nan
20,45,46,nan
20,45,47,nan
20,45,48,nan
20,45,49,nan
20,45,50,nan
20,45,51,nan
20,45,52,nan
20,45,53,nan
20,45,54,nan
20,45,55,nan
20,45,56,nan
20,45,57,nan
20,45,58,nan
20,45,59,nan
20,45,60,nan
20,45,61,nan
20,45,62,nan
20,45,63,nan
20,45,64,nan
20,45,65,nan
20,45,66,nan
20,45,67,nan
20,45,68,nan
20,45,69,nan
20,45,70,nan
20,45,71,nan
20,45,72,nan
20,45,73,nan
20,45,74,nan
20,45,75,nan
20,45,76,nan
20,45,77,nan
20,45,78,nan
20,45,79,nan
20,45,80,nan
20,45,81,nan
20,45,82,nan
20,45,83,nan
20,45,84,nan
20,45,85,nan
20,45,86,nan
20,45,87,nan
20,45,88,nan
20,45,89,nan
20,45,90,nan
20,45,91,nan
20,45,92,nan
20,45,93,nan
20,45,94,nan
20,45,95,nan
20,45,96,nan
20,45,97,nan
20,45,98,nan
20,45,99,nan
20,46,0,nan
20,46,1,nan
20,46,2,nan
20,46,3,nan
20,46,4,nan
20,46,5,nan
20,46,6,nan
20,46,7,nan
20,46,8,nan
20,46,9,nan
20,46,10,nan
20,46,11,nan
20,46,12,nan
20,46,13,nan
20,46,14,nan
20,46,15,nan
20,46,16,nan
20,46,17,nan
20,46,18,nan
20,46,19,nan
